brand,year,fuel,transmission,km_driven,owner,mileage,engine,age,price
BMW,2021,Petrol,Manual,63431,First,16.6,1467,5,1523350.93
Maruti,2008,Diesel,Manual,207798,First,22.1,1463,18,35000.0
Tata,2009,Petrol,Manual,204682,Fourth,11.4,654,17,35000.0
Chevrolet,2015,Petrol,Automatic,136924,Second,12.2,1142,11,55768.76
Maruti,2012,LPG,Automatic,176778,First,21.0,1618,14,35000.0
Maruti,2007,Petrol,Manual,230695,First,14.6,827,19,35000.0
Honda,2006,Diesel,Manual,247729,First,16.5,1419,20,35000.0
Honda,2009,Petrol,Automatic,206644,First,24.4,1128,17,41930.33
Maruti,2012,Petrol,Manual,176651,Second,16.7,1237,14,35000.0
Maruti,2024,Petrol,Manual,20802,First,25.0,1569,2,356446.65
Hyundai,2005,Petrol,Manual,260586,Second,16.4,940,21,35000.0
Maruti,2013,CNG,Manual,159537,Third,17.8,1145,13,35000.0
Kia,2014,Petrol,Automatic,168708,First,20.1,1469,12,87396.99
Ford,2026,LPG,Manual,13105,First,22.3,1602,0,493134.11
Renault,2017,CNG,Manual,105494,First,18.7,1572,9,100341.36
Tata,2015,CNG,Automatic,132151,First,17.9,640,11,65609.62
Maruti,2024,Petrol,Manual,15368,First,11.5,1178,2,320034.29
Audi,2011,Petrol,Manual,181420,First,20.2,979,15,250417.4
Nissan,2023,Diesel,Manual,14369,Second,15.5,1116,3,280627.5
Hyundai,2014,Diesel,Manual,147885,First,12.9,1310,12,61863.11
Ford,2005,Diesel,Manual,240182,Second,15.7,1297,21,35000.0
Volvo,2018,LPG,Automatic,98599,First,25.5,1065,8,702171.78
Hyundai,2022,Diesel,Automatic,43913,Second,13.7,695,4,250605.02
Toyota,2022,Petrol,Manual,33134,First,16.0,1439,4,456500.73
Toyota,2017,Diesel,Automatic,113677,Second,24.7,1472,9,189556.0
Audi,2016,Petrol,Automatic,120524,Second,18.5,1630,10,668781.7
Tata,2018,Petrol,Manual,88172,Second,29.3,1431,8,135330.8
Hyundai,2016,Diesel,Automatic,117272,Fourth,18.4,852,10,69947.0
Tata,2026,Diesel,Manual,27858,Third,18.2,1322,0,371315.61
Maruti,2025,Diesel,Manual,11697,First,11.7,1546,1,462203.15
Skoda,2008,Petrol,Manual,208454,First,17.1,1570,18,38858.22
Hyundai,2008,Petrol,Manual,226899,Test Drive,10.4,1797,18,35000.0
Honda,2012,Petrol,Manual,157527,Second,20.4,600,14,40407.66
Renault,2018,CNG,Manual,106480,Fourth,21.5,1678,8,70592.23
Hyundai,2016,Diesel,Manual,112357,First,16.9,1384,10,117605.9
Hyundai,2021,Petrol,Automatic,58051,Second,23.3,1522,5,233837.61
Honda,2021,Petrol,Automatic,64367,First,13.9,1478,5,276777.39
Maruti,2015,CNG,Automatic,129564,Fourth,19.8,1278,11,40243.54
Hyundai,2026,LPG,Manual,500,First,14.3,1848,0,502642.67
Hyundai,2016,CNG,Manual,130455,Second,19.4,1464,10,63463.43
Mahindra,2018,Petrol,Manual,97416,Third,19.4,1246,8,128874.28
Mahindra,2008,Petrol,Automatic,220547,Second,15.0,885,18,35000.0
Hyundai,2009,Diesel,Manual,207278,First,20.3,1010,17,35000.0
Volkswagen,2011,Petrol,Manual,185738,Third,13.2,1471,15,37130.05
Hyundai,2012,Petrol,Manual,167639,First,15.6,635,14,37601.56
Kia,2010,Petrol,Manual,192627,First,17.8,1408,16,47847.05
Mahindra,2019,Petrol,Manual,83603,Second,23.4,1930,7,213689.44
Maruti,2006,Petrol,Manual,251168,First,21.9,2146,20,35000.0
Mahindra,2021,Petrol,Manual,71744,Second,21.1,1286,5,262466.37
Hyundai,2018,Petrol,Manual,81178,Third,21.4,1717,8,110841.91
Maruti,2006,Petrol,Manual,232932,First,22.2,1277,20,35000.0
Volkswagen,2024,Diesel,Automatic,33524,Second,15.4,1255,2,535268.13
Audi,2023,Petrol,Automatic,25231,Second,11.8,1882,3,2349805.99
Nissan,2009,Diesel,Manual,214939,First,18.2,1800,17,35000.0
Toyota,2024,Petrol,Manual,22137,Third,25.7,982,2,436504.31
Kia,2021,Petrol,Manual,47344,First,18.0,914,5,261736.26
Hyundai,2011,Petrol,Automatic,164539,First,12.6,1990,15,40665.44
Maruti,2014,Petrol,Manual,145094,Second,16.2,932,12,40753.91
BMW,2022,Diesel,Manual,53746,Second,17.7,621,4,1329364.71
Mercedes,2011,Petrol,Manual,170185,Third,17.8,987,15,183124.31
Hyundai,2025,Petrol,Manual,16775,First,17.4,1202,1,468906.63
Honda,2005,Petrol,Manual,258153,First,19.8,1459,21,35000.0
Mahindra,2011,LPG,Automatic,179193,Second,23.5,1379,15,43994.29
Honda,2026,Petrol,Manual,9001,Third,18.3,1143,0,436183.19
Renault,2014,Petrol,Manual,137939,First,11.2,1521,12,64354.46
Honda,2017,Petrol,Manual,105743,Second,15.5,1237,9,116253.85
Mahindra,2015,Diesel,Manual,130409,Fourth,12.9,1438,11,54460.63
Hyundai,2016,Petrol,Manual,129357,First,21.7,1456,10,100624.21
Renault,2014,Petrol,Manual,148368,First,22.4,972,12,49805.6
Tata,2005,Diesel,Manual,244437,First,23.4,1938,21,35000.0
Honda,2010,Petrol,Automatic,188184,First,24.2,1168,16,48867.1
Toyota,2011,Petrol,Automatic,186713,Third,17.8,1188,15,41339.79
Tata,2026,Petrol,Automatic,5345,Second,18.6,1265,0,522304.08
Maruti,2021,Diesel,Manual,56609,First,15.1,1278,5,209535.57
BMW,2022,Petrol,Manual,47489,Third,17.2,1184,4,1233627.43
Tata,2013,Petrol,Manual,173147,Third,17.3,1028,13,35000.0
Tata,2019,Diesel,Manual,82643,Third,12.5,1269,7,117412.19
Tata,2006,Petrol,Manual,246930,First,14.8,1506,20,35000.0
Mahindra,2010,Petrol,Automatic,182806,First,18.0,1157,16,47860.36
Chevrolet,2018,Diesel,Manual,87259,Second,19.7,1882,8,115090.64
Hyundai,2025,Petrol,Manual,2304,First,12.9,1440,1,430313.7
Maruti,2018,Petrol,Manual,98589,First,22.9,1035,8,112688.97
Tata,2025,Diesel,Manual,2275,First,12.3,600,1,392407.79
Hyundai,2007,Electric,Automatic,230568,Fourth,20.6,1531,19,35000.0
Maruti,2015,Petrol,Manual,123617,First,13.8,776,11,63147.13
Hyundai,2011,Petrol,Manual,177469,First,15.4,1377,15,37175.09
Nissan,2016,Petrol,Manual,120100,First,21.6,1576,10,86134.21
Hyundai,2026,Petrol,Automatic,20793,Second,19.6,1373,0,567048.17
Kia,2009,Petrol,Manual,201565,Second,14.6,1546,17,35000.0
Honda,2005,Petrol,Automatic,246184,First,27.5,1276,21,35000.0
Hyundai,2023,Petrol,Automatic,43865,Fourth,15.5,1009,3,227070.26
Audi,2009,Electric,Manual,196041,Second,13.8,1083,17,186158.99
Maruti,2011,Diesel,Manual,174653,Second,19.2,1409,15,35000.0
Honda,2026,Petrol,Manual,1057,Second,14.8,1082,0,478984.14
Hyundai,2008,Diesel,Manual,207727,First,16.8,1058,18,35000.0
Maruti,2015,Diesel,Automatic,134025,First,21.6,1395,11,95841.66
Ford,2007,CNG,Manual,221295,Second,22.7,1426,19,35000.0
Renault,2006,CNG,Manual,247740,First,16.7,1301,20,35000.0
Hyundai,2021,Diesel,Automatic,52282,First,15.4,1522,5,304361.22
Honda,2014,Petrol,Manual,138203,First,18.6,2069,12,86017.99
Toyota,2026,Petrol,Manual,11749,First,12.2,963,0,682766.18
Honda,2005,Petrol,Manual,251206,First,19.6,1110,21,35000.0
Honda,2016,Petrol,Manual,125707,First,20.4,1265,10,111070.43
Maruti,2019,Petrol,Manual,77407,First,17.7,1267,7,116033.65
Maruti,2014,Petrol,Manual,134273,First,14.7,600,12,45280.0
Skoda,2007,Diesel,Automatic,225035,Second,22.1,1293,19,35074.24
Toyota,2017,CNG,Automatic,108492,First,14.9,885,9,159451.12
Renault,2026,Diesel,Manual,16519,First,18.7,1027,0,553431.75
Hyundai,2017,Diesel,Manual,119750,Second,18.1,1495,9,106256.14
Toyota,2021,Diesel,Manual,67797,First,15.2,1043,5,323763.69
Maruti,2009,Electric,Manual,203294,First,22.0,1193,17,35000.0
Kia,2020,Petrol,Manual,63577,First,15.6,1784,6,274304.31
Maruti,2018,Petrol,Manual,94311,Third,19.1,1166,8,88579.98
Toyota,2015,Diesel,Manual,128832,Third,23.8,1431,11,92309.77
Maruti,2016,Petrol,Manual,128419,Third,19.8,833,10,45202.32
Hyundai,2017,CNG,Manual,99805,Second,17.6,1476,9,98964.48
Skoda,2026,Diesel,Automatic,6030,First,13.7,1121,0,980115.71
Honda,2025,Petrol,Automatic,663,First,27.4,1289,1,760235.63
Maruti,2023,CNG,Manual,44025,Test Drive,21.3,1501,3,249762.14
Mahindra,2016,Petrol,Manual,122546,Second,14.8,603,10,89021.11
Lexus,2022,Petrol,Manual,55101,First,22.5,1179,4,1855881.95
Tata,2024,Petrol,Automatic,35038,First,22.8,1467,2,504244.39
Honda,2022,Diesel,Manual,38460,Second,15.2,1446,4,327421.65
Renault,2013,CNG,Manual,148312,Fourth,23.6,1730,13,35000.0
Maruti,2023,Petrol,Manual,36249,Second,14.6,932,3,199888.67
Volkswagen,2014,Petrol,Automatic,155725,First,16.9,1148,12,90578.68
Ford,2024,Electric,Manual,32940,First,24.0,1170,2,537023.67
MG,2026,Petrol,Manual,8179,Second,14.8,1419,0,799009.13
Tata,2021,Petrol,Manual,74752,First,19.6,1164,5,220001.28
Tata,2022,Petrol,Manual,54382,Third,16.1,1156,4,199698.3
Tata,2012,Petrol,Automatic,164465,First,11.7,997,14,44070.6
Volkswagen,2012,Diesel,Automatic,166494,Second,16.2,1683,14,60400.5
Nissan,2008,Petrol,Automatic,232733,First,19.3,600,18,35000.0
Hyundai,2025,Petrol,Manual,11579,First,20.5,1110,1,441197.38
Hyundai,2022,Diesel,Manual,48931,First,14.3,1145,4,308687.5
Kia,2022,Petrol,Manual,60228,Second,22.1,1502,4,294003.88
Maruti,2023,Petrol,Automatic,19691,Third,22.5,1271,3,244112.67
Tata,2021,Diesel,Automatic,64152,Second,17.2,898,5,220707.82
Tata,2005,Petrol,Automatic,249099,First,16.2,1984,21,35000.0
Maruti,2018,Diesel,Automatic,99586,First,17.3,1251,8,143665.19
Tata,2008,Diesel,Manual,223005,First,9.2,770,18,35000.0
Skoda,2020,CNG,Manual,66463,Second,20.9,1166,6,228815.96
Audi,2010,Electric,Manual,202247,First,13.7,976,16,242080.37
Volkswagen,2014,Petrol,Manual,143612,First,16.1,1060,12,89445.46
Volkswagen,2005,Petrol,Manual,251556,First,11.2,1799,21,35000.0
Toyota,2024,Diesel,Manual,26491,First,19.5,1775,2,742363.05
Tata,2011,Diesel,Manual,185820,First,18.7,813,15,35452.2
Toyota,2016,Petrol,Manual,121445,Third,25.6,1596,10,107143.32
MG,2016,Petrol,Manual,102734,First,17.9,942,10,159276.88
Maruti,2015,Petrol,Manual,125850,First,17.0,829,11,61440.44
Ford,2020,Electric,Manual,67393,First,18.8,1433,6,268161.67
Maruti,2018,Diesel,Manual,93480,Third,27.7,1014,8,97761.09
BMW,2017,Petrol,Manual,112100,First,19.0,1119,9,730643.44
Ford,2016,Petrol,Automatic,120472,Second,15.4,1892,10,88810.96
Hyundai,2021,Petrol,Automatic,54117,First,14.1,1413,5,243304.99
Nissan,2019,Diesel,Manual,92684,First,12.8,1578,7,152136.13
Audi,2026,Petrol,Manual,16844,First,17.0,1240,0,3880005.01
Toyota,2019,Petrol,Automatic,81688,Second,11.0,930,7,209078.21
Hyundai,2016,Petrol,Manual,118110,First,18.8,1053,10,100828.38
Ford,2008,Petrol,Manual,218930,First,14.3,1405,18,35000.0
Nissan,2008,Petrol,Manual,208265,First,20.3,1307,18,35000.0
Kia,2013,Petrol,Manual,150492,First,19.4,1923,13,83135.78
Tata,2024,Petrol,Automatic,29153,First,15.1,1411,2,409498.38
Mahindra,2019,Petrol,Manual,87567,First,17.6,1874,7,226790.41
Toyota,2008,CNG,Automatic,196493,First,16.1,1566,18,37515.54
Ford,2014,Petrol,Manual,148047,Second,24.0,702,12,49034.96
Hyundai,2013,Petrol,Manual,162056,First,21.5,1174,13,50955.48
Maruti,2023,Diesel,Manual,40459,First,17.5,1366,3,275415.44
Maruti,2012,Petrol,Automatic,183927,First,16.3,1066,14,35899.1
Honda,2019,CNG,Automatic,75152,Second,17.8,1323,7,188570.56
Hyundai,2010,Diesel,Manual,186413,First,13.9,684,16,35000.0
Maruti,2025,Petrol,Manual,3648,First,16.1,1088,1,415884.96
Maruti,2009,LPG,Manual,197316,First,17.8,1032,17,35000.0
Mahindra,2006,Petrol,Automatic,241163,Second,17.7,996,20,35000.0
Maruti,2017,Petrol,Manual,112535,First,15.2,2182,9,104816.17
Tata,2013,CNG,Manual,155181,Second,16.2,1495,13,37638.23
Hyundai,2026,Electric,Manual,4483,First,13.6,1864,0,738927.33
Toyota,2008,Petrol,Manual,203996,Second,17.2,1092,18,35000.0
Tata,2009,Petrol,Manual,206888,First,20.9,1267,17,35000.0
Tata,2026,Diesel,Automatic,17802,First,20.3,1447,0,643322.43
Maruti,2016,Petrol,Automatic,128875,Third,14.5,1095,10,62181.47
Hyundai,2019,Petrol,Manual,76748,First,17.8,1175,7,169110.44
Toyota,2023,Petrol,Manual,33387,First,17.4,1197,3,556088.1
Renault,2006,Petrol,Manual,246506,Fourth,17.8,1205,20,35000.0
Tata,2022,CNG,Manual,54025,Second,13.1,932,4,155027.87
Toyota,2025,Petrol,Manual,7129,Second,18.7,1599,1,581020.99
Ford,2018,Petrol,Manual,108850,First,22.8,1428,8,128336.7
Mercedes,2023,Diesel,Manual,50708,Test Drive,16.6,1528,3,2788057.06
Ford,2007,Petrol,Manual,228252,First,16.6,1729,19,35000.0
Maruti,2024,Diesel,Manual,39849,Third,20.3,696,2,177882.12
Toyota,2024,Petrol,Automatic,26801,First,21.4,1143,2,649414.69
Honda,2019,Petrol,Automatic,80304,First,12.7,1991,7,224382.65
Hyundai,2008,Diesel,Manual,215860,Second,17.8,1361,18,35000.0
Renault,2026,Petrol,Automatic,6621,First,23.9,1094,0,598890.11
Mahindra,2018,Diesel,Manual,80881,Second,12.7,618,8,135812.65
Hyundai,2025,CNG,Manual,21603,First,19.6,1365,1,392621.43
Hyundai,2010,Petrol,Manual,199218,First,20.5,1041,16,35000.0
Maruti,2008,CNG,Manual,225693,First,12.1,1074,18,35000.0
Kia,2011,Petrol,Manual,184067,First,14.5,1330,15,42380.08
Nissan,2010,Petrol,Automatic,181185,Second,13.2,935,16,35000.0
Toyota,2007,Petrol,Manual,223669,First,19.1,1080,19,35000.0
Toyota,2019,Diesel,Automatic,93434,First,20.2,786,7,253099.66
Hyundai,2022,Petrol,Manual,58041,First,19.2,1144,4,228669.96
Kia,2015,Diesel,Manual,138280,First,14.2,1120,11,95229.86
Audi,2018,Petrol,Manual,105574,Second,18.4,694,8,696594.19
Volkswagen,2007,Petrol,Manual,217479,First,12.3,1692,19,35000.0
Maruti,2010,Electric,Manual,184709,First,24.9,1487,16,37426.33
Tata,2020,Diesel,Manual,74964,First,15.9,1207,6,184172.09
Tata,2017,Diesel,Manual,107797,First,21.4,1695,9,122108.57
Tata,2018,Petrol,Manual,78999,First,20.4,983,8,130806.05
Honda,2026,Petrol,Automatic,13006,First,16.4,911,0,655036.35
Honda,2005,Petrol,Manual,248429,Test Drive,15.5,1351,21,35000.0
Audi,2021,Diesel,Manual,46307,First,25.6,796,5,1968391.24
Hyundai,2017,Diesel,Manual,107473,Second,15.7,1062,9,102501.52
Mahindra,2016,Diesel,Manual,112858,First,17.0,1195,10,125579.29
Tata,2017,Petrol,Manual,101477,Third,19.2,1573,9,76524.1
Toyota,2005,CNG,Manual,248646,First,14.3,1121,21,35000.0
Tata,2017,CNG,Manual,104589,Third,7.5,1257,9,60502.89
Mahindra,2012,Petrol,Manual,178016,First,17.8,1654,14,50278.02
Toyota,2006,Electric,Automatic,233405,First,19.5,667,20,35000.0
Volkswagen,2011,Petrol,Manual,179976,Second,22.1,1446,15,46334.2
Maruti,2010,Petrol,Manual,188881,First,18.3,1312,16,35000.0
Maruti,2009,CNG,Manual,206864,First,9.5,1611,17,35000.0
Maruti,2008,CNG,Automatic,225910,First,18.2,1445,18,35000.0
Maruti,2019,Petrol,Manual,84797,First,17.1,1548,7,149880.58
Maruti,2024,Petrol,Automatic,27838,Third,12.6,1299,2,257425.1
Hyundai,2014,Petrol,Manual,135823,Second,14.5,1862,12,62340.75
Maruti,2006,Petrol,Manual,237919,Second,20.4,1234,20,35000.0
Mahindra,2005,Petrol,Manual,258426,First,17.2,1052,21,35000.0
Hyundai,2026,Diesel,Manual,23853,First,19.9,1780,0,630708.49
Hyundai,2015,Diesel,Automatic,121063,Third,15.8,1186,11,73241.52
Mahindra,2012,Petrol,Automatic,164122,First,22.3,711,14,59818.98
Tata,2017,Electric,Automatic,121017,Second,17.7,1316,9,138415.37
Renault,2021,Diesel,Automatic,43062,First,17.8,781,5,285561.54
Skoda,2008,Diesel,Manual,207204,Second,22.1,2081,18,43117.71
Volkswagen,2026,Electric,Manual,28925,First,23.6,690,0,827554.29
Honda,2017,Petrol,Manual,111082,Test Drive,13.7,1380,9,138184.99
Hyundai,2026,Diesel,Manual,16091,First,19.3,1499,0,667720.29
Maruti,2012,Diesel,Automatic,166242,First,19.0,1132,14,40052.34
Toyota,2008,Diesel,Automatic,212848,First,12.7,1432,18,46461.74
Mahindra,2012,Diesel,Manual,161738,First,22.8,1609,14,69319.22
Maruti,2020,Diesel,Manual,75097,First,18.2,1203,6,177259.58
Kia,2020,CNG,Manual,88358,First,15.5,1216,6,188283.01
Maruti,2022,CNG,Automatic,54308,First,21.3,1669,4,257004.95
Lexus,2024,Petrol,Manual,16992,Second,17.6,1799,2,2715138.35
BMW,2009,Diesel,Automatic,192100,First,19.0,1483,17,254225.27
Toyota,2009,LPG,Manual,191943,First,10.0,1559,17,35000.0
Hyundai,2011,Diesel,Manual,165232,Second,18.5,1135,15,35000.0
Renault,2012,Petrol,Manual,175266,First,19.2,1432,14,35361.06
Maruti,2020,Petrol,Manual,74711,Fourth,27.7,1335,6,118239.42
Skoda,2021,Petrol,Automatic,53868,Second,14.8,1645,5,385508.36
Honda,2005,Diesel,Manual,257704,Second,14.1,938,21,35000.0
Maruti,2014,Petrol,Automatic,154638,Second,10.3,1388,12,44967.06
Honda,2021,Petrol,Manual,76180,Second,14.7,1484,5,226459.0
Maruti,2016,Diesel,Manual,128819,First,13.8,1578,10,83820.6
Maruti,2012,Diesel,Manual,151854,First,17.7,1066,14,36540.86
Hyundai,2022,Diesel,Manual,50369,First,22.0,1010,4,307149.79
Honda,2025,CNG,Automatic,7986,Third,18.6,1973,1,455506.66
Mahindra,2013,Petrol,Manual,156042,Third,25.1,1562,13,53661.6
Hyundai,2023,Petrol,Manual,33467,Second,17.0,1647,3,323980.54
Maruti,2008,Petrol,Manual,225167,First,13.0,1207,18,35000.0
Maruti,2018,Petrol,Manual,89371,First,19.1,1517,8,124363.55
Hyundai,2017,Electric,Automatic,117506,First,16.8,1556,9,149036.66
Volkswagen,2014,Diesel,Manual,135318,First,20.0,1572,12,115141.39
Tata,2011,Petrol,Automatic,184898,Second,21.8,1209,15,35000.0
Honda,2018,Diesel,Automatic,90986,First,15.3,1334,8,217578.9
Honda,2008,Petrol,Manual,224150,Fourth,14.2,1063,18,35000.0
Kia,2006,Petrol,Manual,245822,Third,17.8,1706,20,35000.0
Audi,2008,Diesel,Manual,214402,First,14.5,1915,18,185482.75
Tata,2006,Petrol,Manual,247193,First,20.2,1243,20,35000.0
Mahindra,2011,CNG,Manual,191814,Second,19.5,1623,15,37538.95
Kia,2016,Diesel,Manual,112946,Second,20.5,1610,10,115744.81
Hyundai,2017,Diesel,Manual,114459,First,21.2,1968,9,130349.42
Toyota,2011,Diesel,Manual,175643,First,21.1,1423,15,59786.99
Hyundai,2011,Petrol,Manual,162197,First,13.6,1040,15,35000.0
Renault,2015,Diesel,Manual,135218,Second,18.0,760,11,54011.61
Toyota,2006,Petrol,Automatic,246496,First,14.0,1537,20,35000.0
Kia,2022,Petrol,Automatic,49735,First,17.1,1286,4,383150.73
Ford,2022,Petrol,Automatic,38763,Second,14.4,600,4,254184.18
Tata,2010,CNG,Manual,191478,Second,24.7,1900,16,35000.0
Maruti,2016,Diesel,Manual,124484,First,15.5,1239,10,79565.62
Tata,2006,Petrol,Automatic,243294,Second,28.0,1456,20,35000.0
Maruti,2007,Diesel,Manual,227005,First,18.8,1602,19,35000.0
Mercedes,2022,Diesel,Automatic,44204,Second,14.6,1659,4,2432220.21
BMW,2006,Electric,Manual,241263,First,15.7,1574,20,161035.5
Skoda,2022,Diesel,Manual,51689,Third,19.3,1234,4,312493.85
Kia,2024,Petrol,Automatic,29062,Second,19.5,1269,2,448829.66
Mahindra,2024,CNG,Manual,18462,First,15.3,1807,2,509232.22
Maruti,2022,Petrol,Automatic,51781,Second,28.1,1366,4,262551.36
Hyundai,2005,Petrol,Automatic,259801,Second,10.9,1535,21,35000.0
Mahindra,2006,Petrol,Automatic,239930,Second,8.6,1456,20,35000.0
Maruti,2020,Petrol,Automatic,85998,First,22.5,604,6,147122.34
Hyundai,2020,Diesel,Automatic,60557,Second,21.1,1510,6,228823.74
Maruti,2008,Diesel,Manual,219031,First,19.0,1207,18,35000.0
Mahindra,2007,Diesel,Manual,222825,First,20.1,1105,19,35000.0
Volkswagen,2022,Petrol,Manual,51063,Second,18.9,1597,4,327217.07
Honda,2016,Petrol,Manual,106128,Third,24.1,1779,10,102412.81
Ford,2021,Petrol,Automatic,65271,Second,26.8,1387,5,245318.61
Maruti,2010,CNG,Manual,196790,First,18.1,951,16,35000.0
Tata,2008,CNG,Automatic,190944,First,19.5,2199,18,35000.0
Maruti,2015,Petrol,Manual,135779,Second,18.6,1579,11,54693.27
Mahindra,2017,Diesel,Automatic,117179,Second,12.7,600,9,123910.36
Maruti,2005,Diesel,Manual,255618,First,20.6,676,21,35000.0
Maruti,2005,Petrol,Manual,258947,First,10.7,774,21,35000.0
Hyundai,2020,Petrol,Automatic,81187,First,14.5,1383,6,198390.29
Maruti,2020,Petrol,Automatic,67234,First,25.7,1178,6,204930.29
Skoda,2022,Petrol,Automatic,57630,Second,20.3,1280,4,435449.78
Maruti,2017,Petrol,Manual,103206,Second,16.9,761,9,67123.15
Toyota,2016,Petrol,Automatic,112703,First,15.1,1781,10,181064.25
Kia,2010,Electric,Manual,210181,First,18.8,1028,16,53602.41
Mahindra,2006,Diesel,Manual,237512,Second,16.5,963,20,35000.0
Maruti,2016,Petrol,Manual,127067,First,21.1,1155,10,75830.69
Mahindra,2019,Petrol,Manual,73365,Second,18.6,1228,7,161181.8
Hyundai,2026,Petrol,Automatic,3124,First,18.8,1370,0,611485.03
Tata,2020,Electric,Automatic,71722,First,12.3,1096,6,246980.43
Tata,2007,Diesel,Manual,239568,Second,20.3,1287,19,35000.0
Toyota,2016,Petrol,Manual,117801,Fourth,21.1,1292,10,92183.99
BMW,2006,Diesel,Manual,236261,First,19.9,1087,20,119557.97
Mahindra,2023,CNG,Automatic,37417,Third,27.8,1362,3,356713.64
Maruti,2020,Petrol,Automatic,81265,Second,22.5,1173,6,155843.06
Kia,2006,Diesel,Automatic,255799,First,21.6,1217,20,35000.0
Toyota,2010,Petrol,Automatic,190266,Third,20.3,1885,16,45016.22
Toyota,2007,Petrol,Automatic,223572,Test Drive,17.4,1347,19,43527.23
Hyundai,2014,Petrol,Manual,156995,Third,18.8,1501,12,42503.17
Tata,2016,Diesel,Automatic,123615,Second,16.8,1215,10,101276.9
Kia,2011,Petrol,Manual,187166,First,20.4,1360,15,50558.44
Skoda,2015,Petrol,Manual,122709,First,13.5,1567,11,120593.57
Tata,2019,Petrol,Automatic,93797,First,10.7,1595,7,152259.92
Maruti,2006,Diesel,Manual,225534,Fourth,19.7,1227,20,35000.0
Tata,2021,Diesel,Automatic,48778,First,24.4,1276,5,358788.37
Mahindra,2009,Petrol,Manual,216210,First,19.8,1361,17,36964.62
Maruti,2016,Petrol,Manual,115569,First,12.4,1037,10,77457.23
Hyundai,2023,Petrol,Manual,40546,First,17.4,1131,3,322345.43
Hyundai,2023,Electric,Manual,28270,First,12.1,1378,3,468716.89
Mahindra,2010,Diesel,Manual,198912,Second,20.4,600,16,37035.73
Renault,2009,Petrol,Manual,209636,First,21.1,1316,17,35000.0
Ford,2012,Diesel,Manual,166678,Second,17.6,702,14,35232.31
Ford,2019,Petrol,Manual,90837,First,9.2,1421,7,161206.8
Honda,2026,Petrol,Manual,9576,First,20.2,1017,0,661247.25
Renault,2007,Diesel,Manual,227522,Third,21.5,1113,19,35000.0
Honda,2010,Diesel,Manual,207914,First,17.6,1525,16,41808.41
Ford,2013,Petrol,Manual,157243,Third,20.0,1874,13,41321.51
Tata,2013,Diesel,Manual,147328,First,12.7,1578,13,55756.09
Tata,2019,Petrol,Manual,72406,First,14.8,600,7,144563.99
Hyundai,2007,Petrol,Manual,233691,First,25.2,1060,19,35000.0
Maruti,2014,Diesel,Manual,151928,First,14.6,1649,12,53799.58
BMW,2005,Petrol,Manual,254459,First,18.7,1208,21,127116.01
Toyota,2020,CNG,Manual,66390,First,19.8,1808,6,263428.98
Skoda,2010,Petrol,Manual,200013,First,21.8,1207,16,48940.09
Renault,2019,Diesel,Automatic,82313,First,17.4,1359,7,194533.26
Mercedes,2009,Diesel,Manual,187323,Fourth,17.5,1806,17,171903.05
Kia,2025,Petrol,Automatic,7883,Second,15.3,600,1,562705.52
Tata,2026,Petrol,Manual,2560,Second,17.2,1917,0,551037.42
Renault,2023,Diesel,Automatic,30907,First,18.3,1132,3,410310.56
Toyota,2008,Diesel,Manual,232665,First,23.3,653,18,37876.37
Mercedes,2021,Petrol,Manual,53857,First,18.1,600,5,1531716.89
Honda,2017,Petrol,Manual,116077,First,12.2,1380,9,121054.47
